x,x-1,y-1,x-2,y-2,y
366,223,-61.84974971,392,63.20041256,24.60026134
283,366,24.60026134,223,-61.84974971,-39.04835031
283,283,-39.04835031,366,24.60026134,-14.14934459
213,283,-14.14934459,283,-39.04835031,-31.64502992
355,213,-31.64502992,283,-14.14934459,24.8509976
435,355,24.8509976,213,-31.64502992,2.251616626
495,435,2.251616626,355,24.8509976,-6.585249313
254,495,-6.585249313,435,2.251616626,-84.97745997
159,254,-84.97745997,495,-6.585249313,-36.44986154
206,159,-36.44986154,254,-84.97745997,3.80075211
220,206,3.80075211,159,-36.44986154,-6.735257131
292,220,-6.735257131,206,3.80075211,7.021568603
116,292,7.021568603,220,-6.735257131,-58.58012024
431,116,-58.58012024,292,7.021568603,72.95029132
166,431,72.95029132,116,-58.58012024,-87.79981213
217,166,-87.79981213,431,72.95029132,4.450129705
104,217,4.450129705,166,-87.79981213,-39.05193152
482,104,-39.05193152,217,4.450129705,89.30065529
183,482,89.30065529,104,-39.05193152,-98.84987462
223,183,-98.84987462,482,89.30065529,0.85010233
390,223,0.85010233,183,-98.84987462,31.18049289
137,390,31.18049289,223,0.85010233,-82.74897249
461,137,-82.74897249,390,31.18049289,74.15014602
434,461,74.15014602,137,-82.74897249,-29.79981816
468,434,-29.79981816,461,74.15014602,-13.19887518
178,468,-13.19887518,434,-29.79981816,-95.89429257
185,178,-95.89429257,468,-13.19887518,-7.149891266
125,185,-7.149891266,178,-95.89429257,-24.23081386
126,125,-24.23081386,185,-7.149891266,-5.998299702
299,126,-5.998299702,125,-24.23081386,36.97704194
376,299,36.97704194,126,-5.998299702,4.300730833
442,376,4.300730833,299,36.97704194,-2.248708179
240,442,-2.248708179,376,4.300730833,-72.43489327
287,240,-72.43489327,442,-2.248708179,-0.249809444
319,287,-0.249809444,240,-72.43489327,-5.408739156
102,319,-5.408739156,287,-0.249809444,-70.16694702
253,102,-70.16694702,319,-5.408739156,32.65020307
325,253,32.65020307,102,-70.16694702,5.350937176
205,325,5.350937176,253,32.65020307,-46.2162533
271,205,-46.2162533,325,5.350937176,6.250467958
145,271,6.250467958,205,-46.2162533,-45.02504265
285,145,-45.02504265,271,6.250467958,27.75049303
114,285,27.75049303,145,-45.02504265,-56.99870313
261,114,-56.99870313,285,27.75049303,31.05030771
191,261,31.05030771,114,-56.99870313,-30.54896386
200,191,-30.54896386,261,31.05030771,-7.29892961
114,200,-7.29892961,191,-30.54896386,-31.4815751
237,114,-31.4815751,200,-7.29892961,25.05100797
452,237,25.05100797,114,-31.4815751,41.90159096
287,452,41.90159096,237,25.05100797,-63.84943076
188,287,-63.84943076,452,41.90159096,-39.09975477
237,188,-39.09975477,287,-63.84943076,2.850653684
130,237,2.850653684,188,-39.09975477,-38.49042569
265,130,-38.49042569,237,2.850653684,27.25067453
160,265,27.25067453,130,-38.49042569,-39.49865519
111,160,-39.49865519,265,27.25067453,-20.24935944
462,111,-20.24935944,160,-39.49865519,82.20243287
221,462,82.20243287,111,-20.24935944,-83.34985203
354,221,-83.34985203,462,82.20243287,22.20014392
328,354,22.20014392,221,-83.34985203,-24.19797508
133,328,-24.19797508,354,22.20014392,-65.14829509
221,133,-65.14829509,328,-24.19797508,15.35023555
237,221,15.35023555,133,-65.14829509,-7.045773988
330,237,-7.045773988,221,15.35023555,11.41974609
382,330,11.41974609,237,-7.045773988,-3.492390264
495,382,-3.492390264,330,11.41974609,9.225776005
237,495,9.225776005,382,-3.492390264,-89.23838761
146,237,-89.23838761,495,9.225776005,-34.59987444
270,146,-34.59987444,237,-89.23838761,23.70083462
133,270,23.70083462,146,-34.59987444,-47.74822295
445,133,-47.74822295,270,23.70083462,71.35043842
217,445,71.35043842,133,-47.74822295,-79.24980361
263,217,-79.24980361,445,71.35043842,0.650159197
347,263,0.650159197,217,-79.24980361,8.552885424
283,347,8.552885424,263,0.650159197,-33.33651416
344,283,-33.33651416,347,8.552885424,1.100899019
118,344,1.100899019,283,-33.33651416,-73.24791607
156,118,-73.24791607,344,1.100899019,3.60018635
163,156,3.60018635,118,-73.24791607,-5.978373646
319,163,-5.978373646,156,3.60018635,30.87721759
338,319,30.87721759,163,-5.978373646,-11.19895222
312,338,-11.19895222,319,30.87721759,-23.39208964
243,312,-23.39208964,338,-11.19895222,-32.84817581
411,243,-32.84817581,312,-23.39208964,29.85092592
271,411,29.85092592,243,-32.84817581,-55.54887902
321,271,-55.54887902,411,29.85092592,-1.049676027
368,321,-1.049676027,271,-55.54887902,-3.824221811
320,368,-3.824221811,321,-1.049676027,-30.33599866
183,320,-30.33599866,368,-3.824221811,-50.24891455
230,183,-50.24891455,320,-30.33599866,2.60039589
222,230,2.60039589,183,-50.24891455,-13.3711682
297,222,-13.3711682,230,2.60039589,7.655562102
471,297,7.655562102,222,-13.3711682,28.66677638
401,471,28.66677638,297,7.655562102,-41.04878461
427,401,-41.04878461,471,28.66677638,-13.54940688
106,427,-13.54940688,401,-41.04878461,-101.5945825
468,106,-101.5945825,427,-13.54940688,85.20009688
495,468,85.20009688,106,-101.5945825,-16.64986226
301,495,-16.64986226,468,85.20009688,-73.2464057
157,301,-73.2464057,495,-16.64986226,-51.04981364
163,157,-51.04981364,301,-73.2464057,-6.34961643
374,163,-6.34961643,157,-51.04981364,44.62420274
370,374,44.62420274,163,-6.34961643,-19.69949807
436,370,-19.69949807,374,44.62420274,-1.99742977
265,436,-1.99742977,370,-19.69949807,-64.34958818
427,265,-64.34958818,436,-1.99742977,27.25024144
419,427,27.25024144,265,-64.34958818,-23.34865515
470,419,-23.34865515,427,27.25024144,-8.198169034
128,470,-8.198169034,419,-23.34865515,-108.9853394
429,128,-108.9853394,470,-8.198169034,68.85008418
430,429,68.85008418,128,-108.9853394,-21.19978909
199,430,-21.19978909,429,68.85008418,-79.2477799
142,199,-79.2477799,430,-21.19978909,-24.1998408
114,142,-24.1998408,199,-79.2477799,-14.09829535
414,114,-14.09829535,142,-24.1998408,69.30500596
100,414,69.30500596,114,-14.09829535,-99.19979185
368,100,-99.19979185,414,69.30500596,62.00010161
367,368,62.00010161,100,-99.19979185,-18.64973992
318,367,-18.64973992,368,62.00010161,-30.59713313
434,318,-30.59713313,367,-18.64973992,13.10106703
344,434,13.10106703,318,-30.59713313,-44.19420753
302,344,-44.19420753,434,13.10106703,-27.69948826
205,302,-27.69948826,344,-44.19420753,-39.34869836
407,205,-39.34869836,302,-27.69948826,40.25064544
441,407,40.25064544,205,-39.34869836,-11.84938314
320,441,-11.84938314,407,40.25064544,-52.29292826
420,320,-52.29292826,441,-11.84938314,9.000365557
115,420,9.000365557,320,-52.29292826,-97.23780586
435,115,-97.23780586,420,9.000365557,74.25010575
393,435,74.25010575,115,-97.23780586,-32.24981865
148,393,-32.24981865,435,74.25010575,-80.89903943
305,148,-80.89903943,393,-32.24981865,31.85015277
290,305,31.85015277,148,-80.89903943,-18.9990152
137,290,-18.9990152,305,31.85015277,-52.74723728
283,137,-52.74723728,290,-18.9990152,29.65035929
122,283,29.65035929,137,-52.74723728,-54.39886382
185,122,-54.39886382,283,29.65035929,9.650337811
432,185,9.650337811,122,-54.39886382,52.51062372
153,432,52.51062372,185,9.650337811,-91.34963747
117,153,-91.34963747,432,52.51062372,-16.64988018
321,117,-16.64988018,153,-91.34963747,45.1535943
340,321,45.1535943,117,-16.64988018,-11.29950977
406,340,-11.29950977,321,45.1535943,-0.492228719
281,406,-0.492228719,340,-11.29950977,-50.7450344
199,281,-50.7450344,406,-0.492228719,-34.54961181
197,199,-34.54961181,281,-50.7450344,-10.44916295
173,197,-10.44916295,199,-34.54961181,-15.84092436
301,173,-15.84092436,197,-10.44916295,23.35396928
281,301,23.35396928,173,-15.84092436,-20.04816987
268,281,-20.04816987,301,23.35396928,-17.29751817
233,268,-17.29751817,281,-20.04816987,-22.14666893
491,233,-22.14666893,268,-17.29751817,52.85203469
123,491,52.85203469,233,-22.14666893,-116.5496421
238,123,-116.5496421,491,52.85203469,22.60007361
370,238,22.60007361,123,-116.5496421,21.10195403
313,370,21.10195403,238,22.60007361,-32.74775932
479,313,-32.74775932,370,21.10195403,25.85093161
344,479,25.85093161,313,-32.74775932,-57.69850584
129,344,-57.69850584,479,25.85093161,-70.94969971
353,129,-70.94969971,344,-57.69850584,49.55019862
370,353,49.55019862,129,-70.94969971,-13.39959287
182,370,-13.39959287,353,49.55019862,-65.49446134
303,182,-65.49446134,370,-13.39959287,21.15023307
283,303,21.15023307,182,-65.49446134,-20.14776951
383,283,-20.14776951,303,21.15023307,10.85245741
297,383,10.85245741,283,-20.14776951,-40.64158078
369,297,-40.64158078,383,10.85245741,3.150605057
142,369,3.150605057,297,-40.64158078,-75.10847781
442,142,-75.10847781,369,3.150605057,67.90017723
199,442,67.90017723,142,-75.10847781,-82.84978315
412,199,-82.84978315,442,67.90017723,43.30014566
278,412,43.30014566,199,-82.84978315,-54.09946692
303,278,-54.09946692,412,43.30014566,-7.649658441
495,303,-7.649658441,278,-54.09946692,32.86680184
179,495,32.86680184,303,-7.649658441,-103.7490751
156,179,-103.7490751,495,32.86680184,-14.69990711
429,156,-14.69990711,179,-103.7490751,60.45460644
262,429,60.45460644,156,-14.69990711,-63.19972646
262,262,-63.19972646,429,60.45460644,-13.0997497
306,262,-13.0997497,262,-63.19972646,-2.094206373
111,306,-2.094206373,262,-13.0997497,-63.86432313
244,111,-63.86432313,306,-2.094206373,27.70024512
374,244,27.70024512,111,-63.86432313,20.30130157
240,374,20.30130157,244,27.70024512,-52.19757953
281,240,-52.19757953,374,20.30130157,-1.749633107
165,281,-1.749633107,240,-52.19757953,-42.80376833
441,165,-42.80376833,281,-1.749633107,60.75054551
189,441,60.75054551,165,-42.80376833,-85.04972912
256,189,-85.04972912,441,60.75054551,7.300138227
287,256,7.300138227,189,-85.04972912,-5.031581086
493,287,-5.031581086,256,7.300138227,37.18799853
401,493,37.18799853,287,-5.031581086,-47.64927743
137,401,-47.64927743,493,37.18799853,-86.04955975
110,137,-86.04955975,401,-47.64927743,-13.59986497
304,110,-13.59986497,137,-86.04955975,43.00537761
211,304,43.00537761,110,-13.59986497,-38.44945959
447,211,-38.44945959,304,43.00537761,48.45067597
398,447,48.45067597,211,-38.44945959,-34.59957419
232,398,-34.59957419,447,48.45067597,-61.39916537
150,232,-61.39916537,398,-34.59957419,-32.09973481
430,150,-32.09973481,232,-61.39916537,62.50096956
241,430,62.50096956,150,-32.09973481,-68.74974407
135,241,-68.74974407,430,62.50096956,-38.54978847
402,135,-38.54978847,241,-68.74974407,60.00067246
301,402,60.00067246,135,-38.54978847,-45.34972231
255,301,-45.34972231,402,60.00067246,-26.549514
488,255,-26.549514,301,-45.34972231,45.50141668
393,488,45.50141668,255,-26.549514,-48.14951723
440,393,-48.14951723,488,45.50141668,-7.89956885
181,440,-7.89956885,393,-48.14951723,-86.73422792
241,181,-86.73422792,440,-7.89956885,5.950132911
182,241,5.950132911,181,-86.73422792,-26.77253055
304,182,-26.77253055,241,5.950132911,21.40139321
128,304,21.40139321,182,-26.77253055,-59.19782144
234,128,-59.19782144,304,21.40139321,20.10028528
122,234,20.10028528,128,-59.19782144,-39.697531
182,122,-39.697531,234,20.10028528,8.900634158
234,182,8.900634158,122,-39.697531,3.912465519
229,234,3.912465519,182,8.900634158,-12.8886781
209,229,-12.8886781,234,3.912465519,-16.4440162
335,209,-16.4440162,229,-12.8886781,21.05368452
164,335,21.05368452,209,-16.4440162,-59.49774905
373,164,-59.49774905,335,21.05368452,44.05028241
129,373,44.05028241,164,-59.49774905,-79.64948492
360,129,-79.64948492,373,44.05028241,51.3001576
201,360,51.3001576,129,-79.64948492,-57.74962016
317,201,-57.74962016,360,51.3001576,18.95029976
441,317,18.95029976,201,-57.74962016,15.1527769
198,441,15.1527769,317,18.95029976,-82.79566361
488,198,-82.79566361,441,15.1527769,62.60014586
230,488,62.60014586,198,-82.79566361,-88.89974488
412,230,-88.89974488,488,62.60014586,34.00012652
359,412,34.00012652,230,-88.89974488,-33.8491357
287,359,-33.8491357,412,34.00012652,-35.94912798
465,287,-35.94912798,359,-33.8491357,30.15077319
397,465,30.15077319,287,-35.94912798,-40.24890118
427,397,-40.24890118,465,30.15077319,-12.34938309
313,427,-12.34938309,397,-40.24890118,-49.84348565
169,313,-49.84348565,427,-12.34938309,-51.64959765
143,169,-51.64959765,313,-49.84348565,-14.94962528
125,143,-14.94962528,169,-51.64959765,-11.64554548
471,125,-11.64554548,143,-14.94962528,80.25731964
428,471,80.25731964,125,-11.64554548,-34.29984477
431,428,-34.29984477,471,80.25731964,-20.64915073
240,431,-20.64915073,428,-34.29984477,-69.2976602
259,240,-69.2976602,431,-20.64915073,-7.249791804
191,259,-7.249791804,240,-69.2976602,-29.93132917
345,191,-29.93132917,259,-7.249791804,28.95111497
330,345,28.95111497,191,-29.93132917,-20.99880834
235,330,-20.99880834,345,28.95111497,-40.2477373
236,235,-40.2477373,330,-20.99880834,-11.49938305
315,236,-11.49938305,235,-40.2477373,7.95750549
222,315,7.95750549,236,-11.49938305,-38.98445319
466,222,-38.98445319,315,7.95750549,49.90065755
403,466,49.90065755,222,-38.98445319,-39.04959857
444,403,-39.04959857,466,49.90065755,-9.899344637
450,444,-9.899344637,403,-39.04959857,-20.68989869
166,450,-20.68989869,444,-9.899344637,-93.49766939
417,166,-93.49766939,450,-20.68989869,54.45011438
482,417,54.45011438,166,-93.49766939,-4.599662825
351,482,-4.599662825,417,54.45011438,-56.80486733
120,351,-56.80486733,482,-4.599662825,-75.29969019
241,120,-75.29969019,351,-56.80486733,24.25017633
176,241,24.25017633,120,-75.29969019,-28.29830241
379,176,-28.29830241,241,24.25017633,41.9512472
336,379,41.9512472,176,-28.29830241,-29.69943211
277,336,-29.69943211,379,41.9512472,-31.54886757
228,277,-31.54886757,336,-29.69943211,-26.09899632
335,228,-26.09899632,277,-31.54886757,15.35146594
341,335,15.35146594,228,-26.09899632,-15.24577466
439,341,-15.24577466,335,15.35146594,7.454283873
355,439,7.454283873,341,-15.24577466,-42.93232164
407,355,-42.93232164,439,7.454283873,-4.749457755
462,407,-4.749457755,355,-42.93232164,-6.557550402
315,462,-6.557550402,407,-4.749457755,-59.82727349
431,315,-59.82727349,462,-6.557550402,13.25027931
305,431,13.25027931,315,-59.82727349,-53.04433652
194,305,-53.04433652,431,13.25027931,-42.99964472
480,194,-42.99964472,305,-53.04433652,61.80054055
473,480,61.80054055,194,-42.99964472,-25.74973824
396,473,-25.74973824,480,61.80054055,-42.89849409
202,396,-42.89849409,473,-25.74973824,-68.2994569
138,202,-68.2994569,396,-42.89849409,-26.09978568
337,138,-26.09978568,202,-68.2994569,42.85146585
357,337,42.85146585,138,-26.09978568,-11.84945571
330,357,-11.84945571,337,42.85146585,-24.59292834
437,330,-24.59292834,357,-11.84945571,10.25165068
130,437,10.25165068,330,-24.59292834,-98.5905746
432,130,-98.5905746,437,10.25165068,69.00010287
418,432,69.00010287,130,-98.5905746,-25.09979
423,418,-25.09979,432,69.00010287,-19.64841521
483,423,-19.64841521,418,-25.09979,-6.147416423
471,483,-6.147416423,423,-19.64841521,-27.12422064
130,471,-27.12422064,483,-6.147416423,-108.7986426
203,130,-108.7986426,471,-27.12422064,11.75008447
299,203,11.75008447,130,-108.7986426,13.85719091
108,299,13.85719091,203,11.75008447,-62.69481924
354,108,-62.69481924,299,13.85719091,56.10025435
209,354,56.10025435,108,-62.69481924,-53.94968236
478,209,-53.94968236,354,56.10025435,56.80034346
500,478,56.80034346,209,-53.94968236,-18.39969014
398,500,-18.39969014,478,56.80034346,-50.49705491
149,398,-50.49705491,500,-18.39969014,-82.14960799
177,149,-82.14960799,398,-50.49705491,-0.449851842
252,177,-0.449851842,149,-82.14960799,10.73169304
440,252,10.73169304,177,-0.449851842,34.40860813
464,440,34.40860813,252,10.73169304,-15.99915608
498,464,-15.99915608,440,34.40860813,-14.69610854
499,498,-14.69610854,464,-15.99915608,-24.64539119
271,499,-24.64539119,498,-14.69610854,-81.94835633
108,271,-81.94835633,499,-24.64539119,-54.29985111
136,108,-54.29985111,271,-81.94835633,1.600339044
291,136,1.600339044,108,-54.29985111,32.23081329
420,291,32.23081329,136,1.600339044,17.7009617
221,420,17.7009617,291,32.23081329,-70.74681857
134,221,-70.74681857,420,17.7009617,-32.79980024
295,134,-32.79980024,221,-70.74681857,33.55092865
111,295,33.55092865,134,-32.79980024,-60.74911242
375,111,-60.74911242,295,33.55092865,60.4502709
129,375,60.4502709,111,-60.74911242,-80.24972642
248,129,-80.24972642,375,60.4502709,23.30015525
467,248,23.30015525,129,-80.24972642,42.35183858
489,467,42.35183858,248,23.30015525,-17.8494428
312,489,-17.8494428,467,42.35183858,-68.69687111
239,312,-68.69687111,489,-17.8494428,-33.84978815
426,239,-33.84978815,312,-68.69687111,34.80087199
107,426,34.80087199,239,-33.84978815,-101.049175
127,107,-101.049175,426,34.80087199,-0.349902075
255,127,-0.349902075,107,-101.049175,26.54092299
125,255,26.54092299,127,-0.349902075,-45.24858241
160,125,-45.24858241,255,26.54092299,2.500488178
264,160,2.500488178,125,-45.24858241,18.13788461
287,264,18.13788461,160,2.500488178,-7.44696954
147,287,-7.44696954,264,18.13788461,-49.33228752
141,147,-49.33228752,287,-7.44696954,-8.849589267
415,141,-8.849589267,147,-49.33228752,61.46260792
335,415,61.46260792,141,-8.849589267,-40.74973536
368,335,-40.74973536,415,61.46260792,-8.499398149
200,368,-8.499398149,335,-40.74973536,-60.38634622
302,200,-60.38634622,368,-8.499398149,15.50027416
254,302,15.50027416,200,-60.38634622,-27.09585507
140,254,-27.09585507,302,15.50027416,-41.1986398
212,140,-41.1986398,254,-27.09585507,11.00058881
241,212,11.00058881,140,-41.1986398,-3.341804149
110,241,-3.341804149,212,11.00058881,-44.7178149
119,110,-44.7178149,241,-3.341804149,-3.249500171
298,119,-3.249500171,110,-44.7178149,38.88651079
398,298,38.88651079,119,-3.249500171,10.10066087
188,398,10.10066087,298,38.88651079,-72.39029346
197,188,-72.39029346,398,10.10066087,-7.14980921
219,197,-7.14980921,188,-72.39029346,-4.330813423
433,219,-4.330813423,197,-7.14980921,42.60061768
477,433,42.60061768,219,-4.330813423,-10.64944928
104,477,-10.64944928,433,42.60061768,-117.0912596
234,104,-117.0912596,477,-10.64944928,27.30007293
358,234,27.30007293,104,-117.0912596,19.30133995
162,358,19.30133995,234,27.30007293,-66.89732292
326,162,-66.89732292,358,19.30133995,32.9002234
472,326,32.9002234,162,-66.89732292,20.200923
328,472,20.200923,326,32.9002234,-59.59755547
193,328,-59.59755547,472,20.200923,-50.14971854
134,193,-50.14971854,328,-59.59755547,-24.39960254
141,134,-24.39960254,193,-50.14971854,-4.948323106
118,141,-4.948323106,134,-24.39960254,-12.76076262
396,118,-12.76076262,141,-4.948323106,63.60610363
399,396,63.60610363,118,-12.76076262,-19.04975289
297,399,-19.04975289,396,63.60610363,-45.44725194
395,297,-45.44725194,399,-19.04975289,9.650483921
315,395,9.650483921,297,-45.44725194,-39.7393766
342,315,-39.7393766,395,9.650483921,-8.999367176
140,342,-8.999367176,315,-39.7393766,-67.58780318
246,140,-67.58780318,342,-8.999367176,19.50021886
158,246,19.50021886,140,-67.58780318,-34.29737711
201,158,-34.29737711,246,19.50021886,2.850849394
371,201,2.850849394,158,-34.29737711,32.55956092
468,371,32.55956092,201,2.850849394,5.700942396
413,468,5.700942396,371,32.55956092,-37.12014992
223,413,-37.12014992,468,5.700942396,-68.14927479
155,223,-68.14927479,413,-37.12014992,-28.14978473
137,155,-28.14978473,223,-68.14927479,-12.24873962
162,137,-12.24873962,155,-28.14978473,-0.59337887
344,162,-0.59337887,137,-12.24873962,38.1395911
380,344,38.1395911,162,-0.59337887,-8.199313011
436,380,-8.199313011,344,38.1395911,-4.985343418
430,436,-4.985343418,380,-8.199313011,-23.26132074
445,430,-23.26132074,436,-4.985343418,-17.74815528
359,445,-17.74815528,430,-23.26132074,-43.74683541
302,359,-43.74683541,445,-17.74815528,-32.19947775
259,302,-32.19947775,359,-43.74683541,-25.84903643
153,259,-25.84903643,302,-32.19947775,-39.44850562
233,153,-39.44850562,259,-25.84903643,12.35064218
418,233,12.35064218,153,-39.44850562,34.60651303
234,418,34.60651303,233,12.35064218,-66.8991657
401,234,-66.8991657,418,34.60651303,30.05022339
181,401,30.05022339,234,-66.8991657,-75.04889382
492,181,-75.04889382,401,30.05022339,68.70017751
223,492,68.70017751,181,-75.04889382,-91.84978817
418,223,-91.84978817,492,68.70017751,37.60011852
182,418,37.60011852,223,-91.84978817,-79.89929317
294,182,-79.89929317,418,37.60011852,18.90015662
296,294,18.90015662,182,-79.89929317,-14.19720839
331,296,-14.19720839,294,18.90015662,-6.045063209
357,331,-6.045063209,296,-14.19720839,-10.02336373
490,357,-10.02336373,331,-6.045063209,15.40985534
212,490,15.40985534,357,-10.02336373,-93.99580649
298,212,-93.99580649,490,15.40985534,10.90011317
372,298,10.90011317,212,-93.99580649,3.608346377
100,372,3.608346377,298,10.90011317,-86.52867416
451,100,-86.52867416,372,3.608346377,82.75013354
290,451,82.75013354,100,-86.52867416,-62.79985398
223,290,-62.79985398,451,82.75013354,-31.2497465
